URL,Grade,Grade Accepted,Bank,Review,Product,Proxy Used,Status,Clear Conditions,Polite Employee,Availability,Convenience,City,Date
https://www.banki.ru/services/responses/bank/response/12623902,5,True,"Возврат средств – отзыв о Совкомбанке от ""user-810816001958"" | Банки.ру","Сегодня обратилась в банк за консультацией относительно возврата средств на карту халва. Ранее оплачивала образовательные услуги через Совкомбанк. Образовательная структура вернула мне часть средств за неиспользование образовательных курсов.

Банк отправитель предоставил мне документ о том, что возврат средств произведен. Но на моем счете в Совкомбанке средства не отобразились.

У меня возник вопрос о том, почему так происходит, т когда деньги поступят на счет. По обращению в онлайн чатчерез мобильное приложение, Б-в Станислав оператор онлайн чата, мне все объяснил. Скрин переписки прикладываю. ",Отзывы о дебетовых картах Совкомбанка,False,good,3,3,3,3,Десногорск (Смоленская область),13.10.2025 10:38
https://www.banki.ru/services/responses/bank/response/12623903,5,False,"Альфа банк мега банк – отзыв о Альфа-Банке от ""user-754923044901"" | Банки.ру","списали у меня у меня 399 рублей но как только я подал заявление на возвращение денежных средств, моментально ответили и сразу помогли мне решить проблему,в целом я очень доволен банком всегда помогут быстро и качественно решать проблемы за это я обожаю этот банк и готов пользоваться им всю жизнь!!! ",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Братск,13.10.2025 10:38
https://www.banki.ru/services/responses/bank/response/12623904,1,True,"Акция ""Деньги вам и друзьям"" – отзыв о Альфа-Банке от ""user-328723044972"" | Банки.ру","Мой отзыв связан с неприятной ситуацией, случившейся с акцией банка ""Деньги вам и друзьям"".  В мобильном приложении банка я увидел баннер, на котором было объявлено, что до 10 октября я могу пригласить друга оформить дебетовую карту и получу за это 4000 рублей. Нужный человек нашёлся, мы договорились и я 03.10 отправил ей свою уникальную ссылку, представленную в приложении. Она назначила встречу с представителем на 06.10, забрала карту и сделала по ней первую покупку.  И вот выплата человеку, которого я пригласил, уже пришла, а о моей выплате ни слуху, ни духу. Я опять обратился в чат поддержки, на что мне ответили по итогу, что карту оформили якобы не по моей ссылке! Я подумал, что это невозможно и сказал, что выплата моему другу уже пришла, кто тогда её мог пригласить, если не я. На это мне ответили, что моему другу нужно также обратиться в чат поддержки и уточнить, за что была выплата. 'Ну хорошо"" - подумал я, и написал ей.

В её чате поддержки сказали, что выплата пришла от пригласившего Р-на Марата Г. Я подумал, что это невероятно, потому что это мой отец!!! И он никак не мог пригласить моего друга, видимо на технических неполадках рекомендации могли придти не на того человека, иначе я не могу этого объяснить. Объяснив всю ситуацию отцу, на которого пришла МОЯ рекомендация, что случилась такая ситуация, он был в недоумении, потому что он не особо пользуется альфа банком и конечно никому не мог отправить хоть какую-то рекомендацию от этого банка. Мы с отцом начали параллельно писать в чаты поддержки с наших мобильных приложений о том, что произошла путаница в зачислении приглашения, на что сотрудники составили два обращения, по одному с каждого личного кабинета. На этом история могла и закончиться положительным исходом, но и тут альфа банк произвел подставу, ответив на обращения, что рекомендация была оформлена не по моей ссылке🫠. В общем в моей ситуации не разобрались и получилось очень неприятно, запустили акцию, а рекомендация приходит на других людей. И ладно бы отцу засчиталось за эту рекомендацию также 4000 рублей, но в его истории она отмечена ценой в 1000р, то есть в 4 раза меньше. Я вообще в недоумении, как так получилось. ",Отзывы о дебетовых картах Альфа-Банка,False,good,1,2,1,2,Магнитогорск (Челябинская область),13.10.2025 10:38
https://www.banki.ru/services/responses/bank/response/12623905,5,True,Unknown,"При обращение в поддержку Яндекса по закрытию сплита возникали сложности, при обращение обозначили срок в 2 недели, необходимо было закрыть для одобрении другого продукта,

закрыли раньше на неделю после обращения в поддержку, буквально за неделю счет был закрыт,

хочу поблагодарить поддержку за оперативное решение вопроса! ",Отзывы о кредитных картах Яндекс Банка,False,good,3,3,3,3,Гатчина (Санкт-Петербург и область),13.10.2025 10:38
https://www.banki.ru/services/responses/bank/response/12623906,5,False,"Помогли с оплатой налогов – отзыв о Альфа-Банке от ""user-389023044956"" | Банки.ру","Я очень доволен уровнем обслуживания в Альфа-Банке. Вся команда техподдержки оказалась профессиональной, внимательной и оперативной. Они быстро помогли мне открыть дополнительный счет, подробно объяснили все шаги и ответили на все мои вопросы. Особенно понравилось, что сотрудники были вежливы и готовы помочь в любой ситуации. Спасибо за качественную поддержку! ",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,3,Копейск,13.10.2025 10:39
https://www.banki.ru/services/responses/bank/response/12623907,1,True,"Блокировка по 161 фз, взаимодействие со следователем – отзыв о ПСБ от ""user8301425"" | Банки.ру","с 18.07 нахожусь в блоке по фз 161, т.к. мне пришли краденые деньги, которые я получил за продажу своего имущества, далее начал искать в чём проблема, написал в ЦБ РФ, ЦБ указал на МВД и ПСБ, начал разбираться, прошёл допрос в МВД, на связи со следователем, доказал свою невиновность перед законом, после чего, 15.09.2025 следователь направаила запрос в ПСБ о моей невиновности по Уголовному делу, этот запрос банк успешно проигнорировал.

Параллельно получил ещё один ответ от ЦБ, где так же указали банк ПСБ, пытался связаться с банком ПСБ через звонок на горячую линию, мне там толком ничего не сказали, сказали просто писать в ЦБ(хотя ЦБ меня направил в банк), поддержка в соцсети так же не помогла, в офисе ничего не сказали, там сказали, что ограничений вообще нет, написал на почту, прошло больше 15 рабочих дней, ответа никакого нет.

09.10 написал запрос через офис, ответа сильно не жду, сижу с блокировкой, следователь выходит скоро из отпуска, попрошу её направить ещё один запрос, банк просто игнорирует меня и следователя
в случае если Банк не пойдёт на встречу, будет досудебная претензия, далее суд ",Отзывы о дебетовых картах ПСБ,False,good,2,2,1,1,Воронеж (Воронежская область),13.10.2025 10:40
https://www.banki.ru/services/responses/bank/response/12623908,5,False,"Лучший банк – отзыв о Банке Ozon от ""user-670622247839"" | Банки.ру","Здравствуйте,

пользуюсь картой уже 2 года и не разу не подводила, поддержка отвечает быстро и грамотно, проложение работает хорошо, все отлично советую пользоваться картой озон, море кэшбеков и подарков,

самые лучший банк в мире, спасибо что вы предложили пользоваться картой озон, вы лучшие  ",Отзывы о дебетовых картах Банка Ozon,False,good,3,3,3,3,Екатеринбург (Свердловская область),13.10.2025 10:40
https://www.banki.ru/services/responses/bank/response/12623909,5,False,"Обслуживание банка – отзыв о Альфа-Банке от ""user-573523044961"" | Банки.ру",Решила поменять банк. И нахожусь в восторге!!!  За секунду решили обращение по поводу комиссии за уведомления. Такого внимания в прошлом банке не было и заняло бы как минимум день😂 Радует Ваш кешбек🤑за оплату коммунальных услуг в моём банке не учитывали. Хочу перевести всех родственников в Вашу компанию ✊ ,Отзывы о продуктах Альфа-Банка,False,good,3,3,3,0,Краснодар,13.10.2025 10:40
https://www.banki.ru/services/responses/bank/response/12623910,5,False,"Получение дебетовой карты – отзыв о Альфа-Банке от ""user-175722994578"" | Банки.ру","Здравствуйте. Я обратился в онлайн-чат 07.10.2025 в 15:59 по поводу подписки альфа-смарт когда получил дебетовую карту. Мне быстро ответила девушка мы быстро решили мою проблему. Требовалось отключить подписку так как я в ней не нуждаюсь. Девушка меня сразу поняла и отключила данную подписку. Все прошло гладко мне понравился интерфейс онлайн-чата, вежливость сотрудников банка. Моя оценка пять, успехов вам в развитии банка! ",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Тамбов,13.10.2025 10:40
https://www.banki.ru/services/responses/bank/response/12623911,5,True,"Переводила с другого банка на Альфа Банк, но после зачисление показывало в системе пополнения на счету денег не было – отзыв о Альфа-Банке от ""user-951323044968"" | Банки.ру"," я сразу же написала в поддержк, чтобы выяснить, что случилос, мне ответили почти сразу же и на утро решили мою проблему, выключим платные оповещения включенные при получении карты, не мной.

Проблема решена, деньги мне вернули,я довольна. Лучший банк с лучшим обслуживанием! Спасибо вам за то что вы есть!!) ",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Великие Луки (Псковская область),13.10.2025 10:41
https://www.banki.ru/services/responses/bank/response/12623912,5,True,Unknown,"Я являюсь пенсионером и у меня есть вклад в Совкомбанке, я не совсем разбираюсь во всех продуктах банка. И вот я увидел предложение ""Копилка"", где предлагается доход до 17% годовых, меня заинтересовали подробности и я обратился в чат банка. Бот Катюша предоставила мне полную информацию об этом. На вкладе деньги заморожены до его окончания, иначе потеряешь процент дохода, а тут оказывается можно дополнять и снимать в любое время и любые суммы без потери процентов, и нет никаких ограничивающих сроков, а проценты начисляются ежедневно на остаток денежных средств. Всё это довольно таки удобно и стоит по окончании моего вклада об этом предложении подумать. Может быть разделить часть на вклад, а часть в копилку. Хорошо что есть такой продукт в Совкомбанке!  ",Отзывы о продуктах Совкомбанка,False,good,3,3,3,3,Балаково,13.10.2025 10:41
https://www.banki.ru/services/responses/bank/response/12623913,5,False,"Персонал – отзыв о Альфа-Банке от ""user-246323044973"" | Банки.ру",Молодцы очень быстро и качественно помогли персонал хорошо справляется я обратился по карте помогли в сентябре 15 мин буду советовать всем друзья ещё просил мне настроить вклад помочь они помогли в сентябре 30мин так что персонал молодцы 10 балов качествено работаю и горячей линия тоже работает быстро а вообще на данный банк  ,Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Тольятти,13.10.2025 10:41
https://www.banki.ru/services/responses/bank/response/12623914,5,False,Unknown,"Когда мне было 14 лет, я решила открыть свой первый счет, чтобы получать карманные деньги и учиться управлять финансами. Я обратилась в Альфа-Банк, потому что слышала, что у них отличное обслуживание для молодежи.

В отделении меня встретила дружелюбная девушка, которая сразу поняла, что мне нужно. Она рассказала о молодежном тарифе без комиссии и объяснила, как легко управлять деньгами через мобильное приложение.

После открытия счета я почувствовала себя более взрослой. Теперь я могла не только получать деньги, но и планировать свои расходы, откладывать на что-то важное, например, на новую игровую консоль.

Альфа-Банк стал для меня настоящим помощником в мире финансов, и я очень рада, что обратилась именно туда! ",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,3,Октябрьский,13.10.2025 10:41
https://www.banki.ru/services/responses/bank/response/12623915,1,True,"А есть минусовые оценки рейтинга? – отзыв о Вайлдберриз Банке от ""user4021784"" | Банки.ру",,Unknown,False,good,1,1,1,1,Санкт-Петербург,13.10.2025 10:42
https://www.banki.ru/services/responses/bank/response/12623916,5,True,"5 звезд совкомбанку – отзыв о Совкомбанке от ""user-218423045010"" | Банки.ру","Меня зовут Ирина. Обратилась в онлайн-чат совкомбанка тринадцатого октября в 14 : 26.

С начала с вопросом про то, где найти номер карты на сайте банка, а затем с вопросом про задолженность по моей карте( информация по платежу, ежемесячный платеж и тд).

Бот Катюша ответила быстро на все интересующие меня вопросы. Ставлю 5 звезд !  ",Отзывы о дебетовых картах Совкомбанка,False,good,3,3,3,3,Барнаул (Алтайский край),13.10.2025 10:42
https://www.banki.ru/services/responses/bank/response/12623917,5,True,"Отличный подарок – отзыв о Банке Казани от ""deleonoro4ka"" | Банки.ру","Захотелось преподнести сестре необычный подарок на день рождения и подарить ей 100 долларовую купюру. Встал теперь вопрос, где же найти ту самую идеальную банкноту, которую было бы не стыдно подарить 😁 В центре наткнулась на офис Банка Казани по адресу Кремлевская 2А/4, где меня дружелюбно встретили и продали самую идеальную в мире банкноту 100 долларов!) Все было очень быстро, спасибо за обслуживание Гузель! Теперь я знаю куда можно обратиться за новенькой валютой. ",Отзывы о продуктах Банка Казани,False,good,3,3,3,3,Казань (Республика Татарстан),13.10.2025 10:42
https://www.banki.ru/services/responses/bank/response/12623918,5,True,"Изменение паспортных данных – отзыв о Совкомбанке от ""user-532214201115"" | Банки.ру","День добрый!

Хочу поблагодарить за быстрый ответ и помощь Т-ву Ксению тк я по возрасту поменяла паспорт. мне пришло уведомление о том что нужно обновить в банке, я написала в чат в личном кабинете где получила полную инструкцию о том что нужно сделать и какие нужны фото и селфи.

После чего в течении 7-10 минут мне пришло сообщение что все готово и не требует обращение в офис банка. Спасибо))). ",Отзывы о продуктах Совкомбанка,False,good,3,3,3,3,Нижний Тагил (Свердловская область),13.10.2025 10:42
https://www.banki.ru/services/responses/bank/response/12623919,5,False,"Помогли с оплатой налогов – отзыв о Альфа-Банке от ""user-389023044956"" | Банки.ру","Очень благодарен за отличную поддержку в Альфа-Банке. Когда я столкнулся с вопросом по оплате налогов через мобильное приложение, команда техподдержки быстро и профессионально помогла мне разобраться с процессом. Они подробно объяснили все шаги, ответили на мои вопросы и обеспечили безпроблемное выполнение операции. Очень ценю такой уровень сервиса и внимательное отношение. Спасибо за помощь! ",Отзывы о продуктах Альфа-Банка,False,good,3,3,3,3,Копейск,13.10.2025 10:43
https://www.banki.ru/services/responses/bank/response/12623920,0,False,,,,False,"Error:Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.lbb810226""}
  (Session info: chrome=142.0.7444.163); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0x1244103
	0x1244144
	0x104e71d
	0x109a03d
	0x109a41b
	0x10e17f2
	0x10bc954
	0x10dee17
	0x10bc706
	0x108da30
	0x108ed54
	0x14b57b4
	0x14b098a
	0x126c392
	0x125c4c8
	0x126324d
	0x124c478
	0x124c63c
	0x12367ca
	0x76bdfcc9
	0x77cf82ae
	0x77cf827e
",0,0,0,0,,
https://www.banki.ru/services/responses/bank/response/12623921,5,True,"Вопрос по виртуальной карте – отзыв о Банке Ozon от ""user-867623044991"" | Банки.ру","Сегодня13 октября 2025 г я связался с оператором ОЗОН банка по поводу снятия денег в банкомате с виртуальной карты.

Оператор Артем ответил в течении минуты,детально объяснил что мне делать в банкомате и как с помощью Мир Пэй снять деньги.Весь чат занял менее трёх минут.

Ранее я уже обращался в поддержку ОЗОН по поводу процентов за перевод денег с карты и мне была оказана быстрая консультация ",Отзывы о дебетовых картах Банка Ozon,False,good,3,3,3,3,Майкоп (Республика Адыгея),13.10.2025 10:43
https://www.banki.ru/services/responses/bank/response/12623922,0,False,"Никому не советую пользоваться МТС банком, обходите стороной – отзыв о МТС Деньги (ЭКСИ-Банке) от ""user-892423044938"" | Банки.ру","Мне 18 лет, я решил открыть счёт в МТС Банке, чтобы спокойно распоряжаться своими средствами. Перевёл туда 100 000 рублей, полученные от продажи недвижимости — полностью законные деньги, подтверждённые всеми документами.  Через короткое время счёт заблокировали по статье 115-ФЗ, без объяснения причин. Я сразу же предоставил все документы, которые требует сам банк в подобных случаях: — договор купли-продажи недвижимости, — чеки и выписки переводов из другого банка, — паспорт и полные данные, подтверждающие законность происхождения средств.  Прошло два дня — и вместо разблокировки я получил сообщение, что банк не готов продолжать со мной сотрудничество, и предложили закрыть счёт через Почту России или лично в офисе. Без объяснений, без конкретной причины, просто отказ.  Такое отношение к клиенту — это не сервис, а полное разочарование. Я выполнил всё, что требовалось, действовал абсолютно честно и прозрачно, но вместо нормальной поддержки получил формальный отказ и блокировку своих же денег.  После этого опыта могу сказать однозначно:  МТС Банк не заслуживает доверия.  Никому не советую пользоваться его услугами — обходите стороной. С таким подходом даже законопослушные клиенты рискуют остаться без доступа к своим средствам. ",Отзывы о дебетовых картах МТС Деньги (ЭКСИ-Банка),False,good,1,1,1,1,Биробиджан (Еврейская автономная область),13.10.2025 10:44
https://www.banki.ru/services/responses/bank/response/12623923,5,False,"Отзыв об мкб в серпухове – отзыв о Московском кредитном банке от ""user-820823045039"" | Банки.ру","Я являюсь вкладчиком МКБ и давно получаю пенсию через этот банк. Сеголня пришла в банк переоформить вклад, обслуживала меня Анастасия в 3ем окошке. Предложила мне вклад с прлучением процентов в конце срока. Предложила мне страхование моих средств от мошенников, рассказала как не попасться на их уловки. Спасибо что заботитесь о пенсионерах! ",Отзывы о вкладах Московского кредитного банка,False,good,3,3,3,3,Серпухов,13.10.2025 10:46
https://www.banki.ru/services/responses/bank/response/12623924,0,False,"Не дали снять деньги – отзыв о Альфа-Банке от ""user-271623045028"" | Банки.ру","Поехал покупать машину, заранее узнав в чате, смогу ли я снять крупную сумму денег без проблем, ответ да. Но на месте мне заблокировали все, что можно. Даже после звонка в банк с 5 минутным выслушиванием о мошенниках и концом, что все разблокируют, ничего не произошло.

Последующие звонки в банк не давали результата, операторы говорили, что у них нет полномочий) ехал туда 2 часа, обратно, полтора часа беседовал с банком, это ужасная клиенториентированность. Очевидно сделка была сорвана, а в конце ещё добили тем, что выгнали из офиса с банкоматами угрожая нарядом полиции -11/10  И только на следующее утро все разблокировали и я успешно снял деньги(алилуя) ",Отзывы о дебетовых картах Альфа-Банка,False,good,1,2,1,1,Электросталь (Москва и область),13.10.2025 10:46
https://www.banki.ru/services/responses/bank/response/12623925,5,True,"Переводы по номеру счёта – отзыв о Совкомбанке от ""user-884717901744"" | Банки.ру","Я обратился в онлайн чат службы поддержки мобильного приложения карты Халва 13 октября в 12:38 с просьбой объяснить мне как перевести деньги по номеру счёта и какие комиссии при использовании заёмных средств.

Ответила оператор службы поддержки Юлия и достаточно подробно разъяснила как произвести перевод денежных средств по номеру счёта и какие комиссии при переводе заемными средствами.

После понятного ответа оператора Юлии я успешно перевел деньги по номеру счёта. ",Отзывы о продуктах Совкомбанка,False,good,3,3,3,3,Березники (Пермский край),13.10.2025 10:46
https://www.banki.ru/services/responses/bank/response/12623926,5,False,"Молодцы! Быстро вернули комиссию за случайно подключенную услугу! – отзыв о Альфа-Банке от ""user-177823045042"" | Банки.ру","Хочу выразить благодарность! я случайно подключил платную услугу, моментально списали деньги, но в течении 5 минут через онлайн-чат мне отключили услугу и вернули деньги! очень оперативно и быстро! я даже не успел понервничать, балогодарю За оперативную работу чата. И в целом, приложение альфа-банка меня радует, даже рассветный счет у меня в Альфа-банке, выгодные условия и легкость в управлении. ",Отзывы о дебетовых картах Альфа-Банка,False,good,3,3,3,3,Казань,13.10.2025 10:46
https://www.banki.ru/services/responses/bank/response/12623927,5,False,"Получение дебетовой карты – отзыв о Газпромбанке от ""user-990410922860"" | Банки.ру","Оформление от заявки до получения карты прошло быстро. Представитель банка заблаговременно позвонил, предупредил о приходе. Само оформление прошло быстро, все объяснили. Вежливое обслуживание. В мобильном банке все ясно и понятно. Интересные условия по кэшбэку имеются. Могу рекомендовать данный банк своим знакомым. Тем более курьерская доставка работает отлично. ",Отзывы о дебетовых картах Газпромбанка,False,good,3,3,3,3,Киров,13.10.2025 10:46
