,URL,Grade,Grade Accepted,Bank,Review,Product,Proxy Used,Status,Clear Conditions,Polite Employee,Availability,Convenience,City,Date
47,https://www.banki.ru/services/responses/bank/response/12622457,1,False,Яндекс Банк,"3 октября решил сделать покупку на Aliexpress, вижу, что если оплатить яндекс пеем, то получу кешбек...",дебетовая карта,False,good,1,1,1,1,Шарья (Костромская область),12.10.2025 14:02
48,https://www.banki.ru/services/responses/bank/response/12622458,5,False,Альфа-Банк,"Добрый день.  Хочу поблагодарить сотрудника Инну, я к ней обращалась насколько раз: как настроить кэ...",дебетовая карта,False,good,3,3,3,3,Магнитогорск,12.10.2025 14:04
49,https://www.banki.ru/services/responses/bank/response/12622459,5,False,Альфа-Банк,"29 сентября обращался в поддержку Альфа-Банка, чтобы уточнить условия акции. Оператор Александра сра...",все продукты,False,good,3,3,3,3,Барнаул,12.10.2025 14:04
50,https://www.banki.ru/services/responses/bank/response/12622460,0,False,Яндекс Банк,"Доброго времени суток! В Яндекс Плюс появилось заманчивое предложение открыть сейв, пополнить на 100...",вклады,False,good,3,2,2,1,Санкт-Петербург,12.10.2025 14:04
51,https://www.banki.ru/services/responses/bank/response/12622461,0,False,Альфа-Банк,5 февраля 2025 года налоговая зачислила возврат по налоговому вычету на кредитную карту. Написал в ч...,дебетовая карта,False,good,3,3,3,3,Ставрополь (Ставропольский край),12.10.2025 14:05
52,https://www.banki.ru/services/responses/bank/response/12622462,5,False,Яндекс Банк,"В целом положительное впечатление от банка. Очень выгодные условия по счету ""Сейв"" при наличии подпи...",дебетовая карта,False,good,3,2,2,3,Москва,12.10.2025 14:05
53,https://www.banki.ru/services/responses/bank/response/12622463,0,False,Камкомбанк,"Специалист помог с обменом валюты — юаней на рубли. Курс оказался самым выгодным в городе, даже с уч...",все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:06
54,https://www.banki.ru/services/responses/bank/response/12622464,5,False,ВТБ,"Спасибо больше Екатерине, что помогла решить мою проблему. Очень грамотная девушка, быстро все сдела...",все продукты,False,good,3,3,3,3,Джанкой,12.10.2025 14:07
55,https://www.banki.ru/services/responses/bank/response/12622465,0,False,Совкомбанк,12 октября 2025 года мне пришлось обратиться в онлайн-чат в приложении Совкомбанка за консультацией....,кредитная карта,False,good,3,3,3,3,Ленинск-Кузнецкий (Кемеровская область),12.10.2025 14:07
56,https://www.banki.ru/services/responses/bank/response/12622466,5,False,Совкомбанк,"Получила карту, всем довольна, вежливые сотрудники и представитель. все объяснили, рассказали, понра...",все продукты,False,good,3,3,3,3,Тверь,12.10.2025 14:07
57,https://www.banki.ru/services/responses/bank/response/12622467,5,False,Альфа-Банк,"Я уже несколько лет являюсь клиентом Альфа-Банка, и в целом довольна обслуживанием. Но недавно произ...",дебетовая карта,False,good,3,3,3,3,Великий Новгород (Новгородская область),12.10.2025 14:07
58,https://www.banki.ru/services/responses/bank/response/12622468,4,False,Альфа-Банк,Обожаю этот банк так как я студент мне за покупку приходит кеш бек и если проблема какая-то то сотру...,дебетовая карта,False,good,2,3,2,2,Санкт-Петербург,12.10.2025 14:08
59,https://www.banki.ru/services/responses/bank/response/12622469,5,False,Совкомбанк,"Обратился по поводу консультации автострахования, имея корту халвы где можно расплатиться в рассрочк...",все продукты,False,good,3,3,3,3,Анапа (Краснодарский край),12.10.2025 14:09
60,https://www.banki.ru/services/responses/bank/response/12622470,5,False,Альфа-Банк,"8 октября я обратилась в чат поддержки Альфа-Банка с вопросом о рекомендации за друга, а именно о ре...",все продукты,False,good,3,3,3,3,Новокуйбышевск (Самарская область),12.10.2025 14:09
64,https://www.banki.ru/services/responses/bank/response/12622474,0,False,Яндекс Банк,"Являясь владельцем не одного, а нескольких телефонных номеров, в последнее время стала задавасться в...",все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:11
66,https://www.banki.ru/services/responses/bank/response/12622476,5,False,Камкомбанк,"Перед поездкой возник вопрос о покупке долларов , обратил внимание что Камкомбанк предлагае хороший ...",все продукты,False,good,3,3,3,3,Москва,12.10.2025 14:12
67,https://www.banki.ru/services/responses/bank/response/12622477,5,False,Альфа-Банк,"Самый лучший банк, который можно представить. Особенно хочу отметить удобное мобильное приложение, к...",дебетовая карта,False,good,3,3,3,3,Воронеж,12.10.2025 14:12
69,https://www.banki.ru/services/responses/bank/response/12622479,5,False,Яндекс Банк,"Все отлично , быстро и оперативно решают вопросы специалисты сл поддержки Рекомееду Банк  Хороший ке...",дебетовая карта,False,good,3,3,3,3,Молодежный,12.10.2025 14:13
70,https://www.banki.ru/services/responses/bank/response/12622480,1,True,ВТБ,"Звонок от банка: ""Вам одобрен кредит ... т-т-т-т...."" <девушку было НЕ остановить>. Говорю: ""ОТМЕНЯЙ...",кредиты,False,good,1,2,1,1,Коломна (Москва и область),12.10.2025 14:13
72,https://www.banki.ru/services/responses/bank/response/12622482,0,False,МТС Деньги,"Здравствуйте, заблокировали карту по фз 115, предявил все документы по операциям в банке через почту...",дебетовая карта,False,good,1,1,1,1,Йошкар-Ола (Республика Марий Эл),12.10.2025 14:15
73,https://www.banki.ru/services/responses/bank/response/12622483,5,False,Т-Банк,"Встреча с представителем Т-банка прошла на высшем уровне. Специалист все подробно объяснил, ответил ...",кредитная карта,False,good,3,3,3,3,Симферополь,12.10.2025 14:15
74,https://www.banki.ru/services/responses/bank/response/12622484,5,False,Альфа-Банк,Карта просто супер ....... ................................. ...................... Бю.................,дебетовая карта,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:15
75,https://www.banki.ru/services/responses/bank/response/12622485,5,False,Альфа-Банк,"Обращался в чат банка, 6 октября, с вопросом об акции 5000₽ за рекомендацию 2 другу.
Общался с Алёно...",дебетовая карта,False,good,3,3,3,3,Уфа,12.10.2025 14:15
76,https://www.banki.ru/services/responses/bank/response/12622486,0,False,Камкомбанк,"2 октября был в офисе на Марата 56-58, в 13:13, как обычно менял валюту. Всегда меняю в камкомбанке,...",все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:16
77,https://www.banki.ru/services/responses/bank/response/12622487,5,False,Альфа-Банк,Спасибо Альфо банку мне все понравилось  В альфо банке отзывчивые и доброжелательные сотрудники  Ког...,дебетовая карта,False,good,3,3,3,3,Казань,12.10.2025 14:18
78,https://www.banki.ru/services/responses/bank/response/12622488,5,False,Камкомбанк,"Добрый день, посветил камкомбанк для обмена валют, во первых обслуживание, все сотрудники, всегда до...",все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:18
79,https://www.banki.ru/services/responses/bank/response/12622489,0,False,Банк Синара,"Пользуюсь потребительским кредитом в банке Синара. Очень оперативно, содержательно и информативно от...",кредиты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:19
80,https://www.banki.ru/services/responses/bank/response/12622490,5,False,Альфа-Банк,Хочу рассказать про дебетовую карту Альфа-банка. Заказать карту можно по ссылке партнера. Курьер при...,дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 14:19
81,https://www.banki.ru/services/responses/bank/response/12622491,5,False,МТС Банк,"Заказал карту мтс банка скидка везде по совету знакомых, оформил заявку на сайте, на следующий день ...",дебетовая карта,False,good,3,3,3,3,Самара (Самарская область),12.10.2025 14:20
82,https://www.banki.ru/services/responses/bank/response/12622492,0,False,Банк Ozon,"Сегодня 12 октября 2025 года я потерял свою пластиковую карту, подумал что возможно дома оставил ока...",дебетовая карта,False,good,3,3,3,3,Якутск (Республика Саха (Якутия)),12.10.2025 14:20
83,https://www.banki.ru/services/responses/bank/response/12622493,0,False,Альфа-Банк,"Заказал кредитную карту Альфа-Банка. Сотрудница банка Елена заранее позвонила, договорились о времен...",кредитная карта,False,good,3,3,3,3,Екатеринбург,12.10.2025 14:21
84,https://www.banki.ru/services/responses/bank/response/12622494,4,True,Совкомбанк,"Получил карту Халва, после этого начался поток спам-звонков от Совкомбанка. 13 сентября был звонок в...",все продукты,False,good,3,3,0,0,Новосибирск (Новосибирская область),12.10.2025 14:22
85,https://www.banki.ru/services/responses/bank/response/12622495,5,False,Альфа-Банк,Хочется похвалить персонал отделения Альфа банка расположенный в г. Подольск не далеко от вокзала. О...,дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 14:23
86,https://www.banki.ru/services/responses/bank/response/12622496,5,False,Альфа-Банк,"Подписали без моего ведома Альфа-Смарт,списали за подписку 399р.Решили вопрос быстро и вернули деньг...",дебетовая карта,False,good,2,3,3,3,Ростов-на-Дону,12.10.2025 14:24
87,https://www.banki.ru/services/responses/bank/response/12622497,5,False,Альфа-Банк,"Сегодня, 12 октября, я обратился в чат Альфа-Банка через приложение, так как у меня возник вопрос по...",дебетовая карта,False,good,3,3,3,3,Кичменгский Городок,12.10.2025 14:26
88,https://www.banki.ru/services/responses/bank/response/12622498,5,False,Камкомбанк,"Сегодня обменяд рубли на доллары. Купил по самой лучшей цене в городе. Отдельно хочу отметить, что э...",все продукты,False,good,3,3,3,3,Казань (Республика Татарстан),12.10.2025 14:26
90,https://www.banki.ru/services/responses/bank/response/12622500,0,False,Совкомбанк,"Услышала информацию, что с 1 октября отменён оборот в 10 тыс рублей по дебетовой карте для начислени...",дебетовая карта,False,good,3,3,3,3,Архангельск (Архангельская область),12.10.2025 14:28
91,https://www.banki.ru/services/responses/bank/response/12622501,3,False,Яндекс Банк,"Хотелось бы оставить положильный отзыв о поддержке, но не могу. Выбрала нужные мне категории месяца ...",дебетовая карта,False,good,1,3,1,2,Санкт-Петербург,12.10.2025 14:28
92,https://www.banki.ru/services/responses/bank/response/12622502,0,False,Альфа-Банк,"11.10.2025 обратился в чат банка с вопросом о переводах от 3-их лиц. Так как являюсь самозанятым, та...",все продукты,False,good,3,3,3,3,Ставрополь (Ставропольский край),12.10.2025 14:28
93,https://www.banki.ru/services/responses/bank/response/12622503,5,False,Яндекс Банк,"Пользуюсь мобильным приложением Альфа Капитал для инвестиций. Очень удобный интерфейс, есть новости,...",все продукты,False,good,3,3,3,3,Радужный,12.10.2025 14:29
94,https://www.banki.ru/services/responses/bank/response/12622504,0,False,Альфа-Банк, долго не могла найти банк который будет мне удобен . и вот наткнулась на альфа-банк. максимально уд...,кредитная карта,False,good,3,3,3,3,Москва,12.10.2025 14:30
95,https://www.banki.ru/services/responses/bank/response/12622505,0,False,Совкомбанк,Звонила сегодня вечером в 21:11 узнать есть ли комиссии при оплате услуг сотового оператора из земны...,кредитная карта,False,good,3,3,3,3,Владивосток (Приморский край),12.10.2025 14:31
96,https://www.banki.ru/services/responses/bank/response/12622506,0,False,Банк Ozon,"Сегодня, 12.10.25 я подумала добавить карту Озон банка в Мир Пэй на своем новом смартфоне. На нем не...",дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 14:31
97,https://www.banki.ru/services/responses/bank/response/12622507,0,False,Яндекс Банк,8 числа заблокировали счёт в мобильном приложении. Поддержка не может дать никакого ответа. Я спраши...,дебетовая карта,False,good,2,2,1,2,Нижний Новгород (Нижегородская область),12.10.2025 14:32
98,https://www.banki.ru/services/responses/bank/response/12622508,5,False,Альфа-Банк,"Совсем недавно мне приходила заработная плата на карту альфа банк, у меня была блокировка и сотрудни...",все продукты,False,good,3,3,3,3,Пушкино,12.10.2025 14:33
99,https://www.banki.ru/services/responses/bank/response/12622509,5,False,Альфа-Банк,"Очень хорошие условия вклада на ежедневный остаток, очень удобно когда копишь на какие то вещи и мож...",вклады,False,good,3,3,3,3,Кропоткин,12.10.2025 14:34
100,https://www.banki.ru/services/responses/bank/response/12622510,0,False,Камкомбанк,"Обменивал рубли на валюту. Пришел в отделение рядом с домом. В отделении не было очереди, обслужили ...",все продукты,False,good,3,3,3,3,Москва,12.10.2025 14:34
101,https://www.banki.ru/services/responses/bank/response/12622511,0,False,Камкомбанк,"Спасибо персоналу отделения банка на ул. Марата за оперативность, грамотность и вежливость в вопросе...",все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:34
102,https://www.banki.ru/services/responses/bank/response/12622512,5,False,Альфа-Банк,"Отличный банк. Банк радует своими акциями и бонусами, а поддержка всегда тепло ответит на все ваши в...",дебетовая карта,False,good,3,3,3,3,Анапа,12.10.2025 14:34
103,https://www.banki.ru/services/responses/bank/response/12622513,5,False,Яндекс Банк,"Чат оставляет желать лучшего. Да, отвечают оперативно, но не все проблемы решаются так же быстро. С ...",дебетовая карта,False,good,3,3,3,3,Щелково (Москва и область),12.10.2025 14:35
104,https://www.banki.ru/services/responses/bank/response/12622514,0,False,Камкомбанк,"Покупал валюту в офисе Москва, Чертановская улица, 1Вк1, только здесь нашлась необходимая валюта, вс...",все продукты,False,good,3,3,3,3,Москва,12.10.2025 14:35
105,https://www.banki.ru/services/responses/bank/response/12622515,0,False,Яндекс Банк,"18 августа 2025 в колесе Плюса мне категория 50% на супермаркеты. Покупка была сделана, но баллы не ...",дебетовая карта,False,good,2,3,2,2,Москва,12.10.2025 14:35
106,https://www.banki.ru/services/responses/bank/response/12622516,5,False,Альфа-Банк,Друг посоветовал мне карту альфа банка. Наилучший процент выплаты в приложении Инвест копилка.всем с...,дебетовая карта,False,good,3,3,3,3,Пермь,12.10.2025 14:35
107,https://www.banki.ru/services/responses/bank/response/12622517,0,False,Яндекс Банк,"Пишу свой отзыв, так как сама долго искала информацию.
Недавно столкнулась с ситуацией, когда оплата...",дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 14:36
109,https://www.banki.ru/services/responses/bank/response/12622519,5,False,Альфа-Банк,В банке обслуживаюсь много лет. Хоть и крупный банк но проценты по вкладам не маленькие. Выгодно кла...,дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 14:36
110,https://www.banki.ru/services/responses/bank/response/12622520,0,False,Совкомбанк,"День добрый, являюсь клиентом Совкомбанка, 12.10.2025 года обратился в службу поддержки с вопросом п...",вклады,False,good,3,3,3,3,Нижний Новгород (Нижегородская область),12.10.2025 14:36
111,https://www.banki.ru/services/responses/bank/response/12622521,0,False,Яндекс Банк,"12 октября 2025 г. Я задал два вопроса в чате:  1. Как долго хранятся баллы Яндекс Плюс?

2. И можно...",все продукты,False,good,3,3,3,3,Москва,12.10.2025 14:37
113,https://www.banki.ru/services/responses/bank/response/12622523,5,False,Альфа-Банк,"20 сентября я пытался перевести средства со своей карты Альфа-Банка на карту друга в другом банке, н...",дебетовая карта,False,good,3,3,3,3,Пермь (Пермский край),12.10.2025 14:39
114,https://www.banki.ru/services/responses/bank/response/12622524,0,False,Альфа-Банк,6.10.2025 г. нужно было перевести 300 рублей с карты Альфа-Банка другому человеку в Сбербанк. С пере...,дебетовая карта,False,good,3,3,3,3,Саратов (Саратовская область),12.10.2025 14:40
115,https://www.banki.ru/services/responses/bank/response/12622525,0,False,Камкомбанк,"Добрый день, срочно надо было обменять валюту, в Камкобанке курс оказался выгодным, приехал, парковк...",все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:40
116,https://www.banki.ru/services/responses/bank/response/12622526,5,False,Альфа-Банк,11 октября 2025 года у меня списалось 3499 р с моей карты альфа банк за подписку Яндекс плюс.   Я ср...,дебетовая карта,False,good,3,3,3,3,Белорецк (Республика Башкортостан),12.10.2025 14:40
117,https://www.banki.ru/services/responses/bank/response/12622527,5,False,Камкомбанк,Отличный банк с высоким уровнем сервиса! Вежливые и внимательные сотрудники всё подробно объясняют и...,все продукты,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:40
118,https://www.banki.ru/services/responses/bank/response/12622528,5,False,Альфа-Банк,"Хочу поблагодарить Альфа банк за хорошую работу, а также за качественных специалистов, которые всегд...",все продукты,False,good,3,3,3,3,Ижевск,12.10.2025 14:41
119,https://www.banki.ru/services/responses/bank/response/12622529,1,True,Совкомбанк,Здравствуйте. Оформлял автокредит 26.08.2023 года. При оформлении кредита сотрудник включил доп услу...,все продукты,False,good,1,1,1,1,Челябинск (Челябинская область),12.10.2025 14:41
120,https://www.banki.ru/services/responses/bank/response/12622530,1,False,Т-Банк,"Обман!Обман!Обман! 100% кешбэк обещают,потом вводят в заблуждение клиента,ой типа вы купили не тот т...",дебетовая карта,False,good,1,1,1,1,Пенза (Пензенская область),12.10.2025 14:41
121,https://www.banki.ru/services/responses/bank/response/12622531,0,False,Сбербанк,"Добрый день, сегодня 12 октября 2025 года в 14.05 позвонила по номеру 900 в Сбербанк. Вопрос заключа...",все продукты,False,good,3,3,3,3,Набережные Челны (Республика Татарстан),12.10.2025 14:42
122,https://www.banki.ru/services/responses/bank/response/12622532,5,False,Яндекс Банк,"Использую карту для работы, всегда во время приходят выплаты, кешбек это вообще отдельная тема , это...",дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 14:42
123,https://www.banki.ru/services/responses/bank/response/12622533,1,True,Т-Банк,"Когда-то давно, 3 ноября 2023 года, я отказывался от рекламных предложений и обзвонов банка, в т. ч....",все продукты,False,good,2,2,1,3,Санкт-Петербург,12.10.2025 14:43
124,https://www.banki.ru/services/responses/bank/response/12622534,5,False,Камкомбанк,"Очень доброжелательные консультанты, быстро и с улыбкой дали всю необходимую информацию, провели обм...",все продукты,False,good,3,3,3,3,Москва,12.10.2025 14:43
125,https://www.banki.ru/services/responses/bank/response/12622535,5,False,Альфа-Банк," переводил со своей карты Альфа‑Банка на карту друга в другом банке и получил блокировку карты, как ...",все продукты,False,good,3,3,3,3,Минусинск,12.10.2025 14:43
126,https://www.banki.ru/services/responses/bank/response/12622536,1,False,Совкомбанк,12.10 обратилась в контакт-центр за консультацией по потребительскому кредиту. Милая девушка взяла м...,кредиты,False,good,1,2,1,2,Москва,12.10.2025 14:43
127,https://www.banki.ru/services/responses/bank/response/12622537,1,True,ОТП Банк,Заблокировали карту без предупреждения и каких либо смс! написали что перезвонят в течении 15 мин ит...,дебетовая карта,False,good,1,1,1,1,Крымск (Краснодарский край),12.10.2025 14:44
128,https://www.banki.ru/services/responses/bank/response/12622538,0,False,Камкомбанк,в Казани я проездом и мне нужно было срочно приобрести доллары нового образца. Я посмотрела на сайте...,все продукты,False,good,3,3,3,3,Казань (Республика Татарстан),12.10.2025 14:45
129,https://www.banki.ru/services/responses/bank/response/12622539,5,False,Инго Банк, специалисту за профессиализм.   ,все продукты,False,good,3,3,3,3,Иркутск,12.10.2025 14:46
130,https://www.banki.ru/services/responses/bank/response/12622540,0,False,Яндекс Банк,"Хочу поделиться опытом взаимодействия со службой поддержки, который оставил исключительно положитель...",вклады,False,good,3,3,3,3,Санкт-Петербург,12.10.2025 14:46
131,https://www.banki.ru/services/responses/bank/response/12622541,0,False,Совкомбанк,"Хочу выразить благодарность банку Совкомбанк и сотрудникам банка, что решили мой вопрос быстро и в м...",кредиты,False,good,3,3,3,3,Омск,12.10.2025 14:47
