,URL,Grade,Grade Accepted,Bank,Review,Product,Proxy Used,Status,Clear Conditions,Polite Employee,Availability,Convenience,City,Date
17,https://www.banki.ru/services/responses/bank/response/12622427,5,True,Альфа-Банк,"17 марта я заказал дебетовую карту по советам друзей ,в 15:00 к моему дому приехал сотрудник банка, мы созвонились с ним и я вышел к нему на встречу , Александр пригласил меня в свою машину ,он рассказал мне о бесплатных функциях карты,кэшбэке , и так же помог подключить мне бесплатный альфа смарт на 1 месяц. После этого он помог мне скачать приложение на айфон , и рассказал как получить деньги за акцию ""Приведи друга"". Так как я заказывал карту по ссылке друга , мне нужно было оплатить покупку картой альфа банка чтобы получить бонусы, я оплатил ее ,но бонусы не приходили , спустя 10 дней я решил позвонить сотруднику банка , который доставлял мне карту, и попросить его о помощи , я рассказал ему о проблеме ,и после этого в течении следующего дня мне пришли деньги за акцию. Благодарю сотрудника банка. ",дебетовая карта,False,good,3,3,3,3,Железногорск (Курская область),12.10.2025 13:47
481,https://www.banki.ru/services/responses/bank/response/12622891,5,False,Альфа-Банк,"В 16 лет я впервые открыл счет физ лица в Альфа банке. С тех пор многое изменилось, попробовал другие банки, разочаровывался в Альфе из-за высоких ставок по кредиту. Менял банки, искал лучшие условия, но лучшие условия всегда были рядом. Сейчас, в период банковского беспредела и повсеместных блокировок ни за что, ни про что, именно Альфа банк показывает себя с лучшей стороны. Именно эти ребята демонстрируют лояльность и клиенто-ориентированность. Пользовался разными банками: от самых крупных, до малых. Могу с точностью сказать: Альфа и Райфайзен - лучшие банки для физ лиц. ",дебетовая карта,False,good,3,3,3,3,Новосибирск,12.10.2025 18:02
483,https://www.banki.ru/services/responses/bank/response/12622893,5,False,Камкомбанк,"Хочу оставить восторженный отзыв о посещении отделения банка в субботу вечером! Это оказалось лучшим решением — никаких очередей и суеты, которые обычно бывают в будни. Атмосфера была спокойной и максимально располагающей. Но главное — это сотрудники, которые работали в это время. Несмотря на конец недели и не самое стандартное рабочее время, они были полны энергии, внимания и профессиональной доброжелательности. Сотрудник, который меня обслуживал, проявил высочайший уровень компетенции: всё объяснил подробно и доступно, помог заполнить документы и решил мой вопрос в кратчайшие сроки. Очень приятно, когда сталкиваешься с таким качественным сервисом и человеческим отношением. Однозначно рекомендую выбрать для визита вечер субботы — вы получите тот самый комфорт и скорость, которых так не хватает в повседневной жизни. Большое спасибо коллективу за отличную работу ",все продукты,False,good,3,3,3,3,Москва,12.10.2025 18:04
484,https://www.banki.ru/services/responses/bank/response/12622894,5,True,Альфа-Банк,"Добрый день! Хочу оставить свой отзыв про Альфа-банк. 10 числа с меня списали 399 р. за подписку в приложении Альфа-банк. По идее, подписку я не оформляла, может быть она и была, но я не знала о ней, т.е. дополнительные кэшбеки, рулетка и т.д.. Я была возмущена, конечно, но! Я оспорила операцию 11 октября и... через 1-2 минуты Альфа вернул мне деньги на счет, даже не онулировал выплаты кэшбека. Это было очень приятно. Спасибо за порядочность банка! ",все продукты,False,good,3,3,3,3,Пестравка,12.10.2025 18:04
485,https://www.banki.ru/services/responses/bank/response/12622895,5,False,Совкомбанк,"Спасибо большое оператору службы поддержки Алине! Очень быстро разобралась в нашей ситуации, и также быстро решила вопрос. Вопрос был по рассрочке, банк не засчитал покупку у партнёра, те провел операцию как не у партнёра. Честно говоря не верил , что обратившись в службу поддержки, получу реальную помощь. ",все продукты,False,good,3,3,3,3,Уфа,12.10.2025 18:04
486,https://www.banki.ru/services/responses/bank/response/12622896,5,False,Яндекс Банк,"Хочу выразить благодарность разработчикам мобильного приложения Яндекс пей. Очень удобное и легкое , даже моя мама (пенсионерка) в возрасте может им пользоваться . Так же хочу выразить благодарность за привлекательный процени по накопительному счету. Получается не только копить деньги, но и немного зарабатывать  ",вклады,False,good,3,3,3,3,Ростов-на-Дону,12.10.2025 18:06
487,https://www.banki.ru/services/responses/bank/response/12622897,5,False,Райффайзен Банк,"Просто хочу сказать, что вы молодцы и я рад быть вашим клиентом. Спасибо за отличный сервис, за клиентоориентированность, за хорошие консультации и быстрые решения всех вопросов. Жаль, что вы не выдаете кредитки, она была прекрасной (можно было переводить без %). Я не ценил, думал так у всех, но попользовавшись газпромом, мтс, сбером - я понял, что не надо бегать по финансовым организациям. Всё самое лучшее - уже здесь. Вы и Альфа - мои любимые банки. Благодарочка :)  ",дебетовая карта,False,good,3,3,3,3,Новосибирск,12.10.2025 18:07
488,https://www.banki.ru/services/responses/bank/response/12622898,5,False,Банк Ozon,"Обратился 12.10.2025 в 13:24  консультант Екатерина помогла разобраться в моей проблеме и даже подсказала как сделать проще, порекомендовала даже новые функции о которых я даже не знал  отвечала всегда быстро, вежливо  13:56 мы уже завершили разговор  в итоге хотелось сказать что озон лучше валберис у них долгое ожидание и цены большие  ОЗОН❤️ ",все продукты,False,good,3,3,3,3,Урюпинск,12.10.2025 18:07
489,https://www.banki.ru/services/responses/bank/response/12622899,5,False,ВТБ,"Добрый вечер! Обратился в банк ВТБ по личному вопросу. Ст. Специалист Алексей ( 703-20-620) Помог мне с вопросом по кредитной карте. Все четко и простым языком объяснил как работает и что ждёт меня при использовании кредитной карты. И даже, по моей просьбе, смог привести пример и рассчитал мне процент в месяц. Спасибо ему большое! ",кредитная карта,False,good,3,3,3,3,Всеволожск,12.10.2025 18:08
492,https://www.banki.ru/services/responses/bank/response/12622902,5,True,Совкомбанк,"Вечером 12 октября 2025 я обратился в чат мобильного приложения Совкомбанк, чтобы получить консультацию по условиям использования годовой подписки Халва.Десятка, так как я в течение года выполнял условия для возврата подписки 5х10, но месяц назад условия изменились.

Оператор Виолетта Ц-р развернуто ответила на все мои вопросы и проконсультировала по условиям и преимуществам подписки Халва.Десятка. Скриншоты переписки прилагаю. ",все продукты,False,good,2,3,3,3,Киров (Калужская область),12.10.2025 18:09
493,https://www.banki.ru/services/responses/bank/response/12622903,1,False,Совкомбанк,"То что ИТ-специалисты банка ещё те профессионалы уже общеизвестно, но когда их компетенция усугубляется ещё и профессионализмом маркетинга этого банка, не в состоянии беупречно провести в МП акцию с АЗС-партнерами, то это никчемная суета не может вызвать ничего кроме как раздражения у персонала АЗС и непреодолимое желание у клиента поискать другой банк, в полном соответствии с рекомендацией НЭС. Персонал мобильного чата вразумительные ответы дать не в состоянии. Переписка с менеджером и скрины криво работающего(отображающего только чётные! номера колонок АЗС) МП приведены в Приложении. ",все продукты,False,good,1,3,1,1,Новосибирск (Новосибирская область),12.10.2025 18:09
494,https://www.banki.ru/services/responses/bank/response/12622904,5,False,ВТБ,"При переводе денег, банк заподозрил мошеннические действия и заблокировал л/к, сталкиваюсь впервые, но позвонив на 1-00-0, было все четко и быстро решено  Замечательному оперетору Екатерине, 70262214 При переводе денег, банк заподозрил мошеннические действия и заблокировал л/к, сталкиваюсь впервые, но позвонив на 1-00-0, было все четко и быстро решено Замечательному оперетору Екатерине 70262214🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 ",все продукты,False,good,3,3,3,3,Воронеж,12.10.2025 18:09
495,https://www.banki.ru/services/responses/bank/response/12622905,5,False,НКО ЮМани,"Была проблема с переводом на карты других банков с помощью СБП. Обратился в службу технической поддержки, ответ был получен оперативно. Проблему помогли решить, объяснили какие настройки нужно включить. Поддержка ОЧЕНЬ выручила оперативным реагированием и понятной формулировкой инструкции! Спасибо большое за работу! ",дебетовая карта,False,good,3,3,3,3,Севастополь,12.10.2025 18:10
496,https://www.banki.ru/services/responses/bank/response/12622906,5,True,Альфа-Банк,"По ссылке друга я заказала карту альфа банка и мне понравилось что можно указать, когда удобно будет ее привезти и в какой период времени. Доставка пришла быстро и удобно, представитель банка оказалась очень приятной и коммуникабельной девушкой, объяснила все подробно и помогла с подключением онлайн банка. 12.10.2025 примерно 15:00 представитель Анна доставила карту. ",дебетовая карта,False,good,3,3,3,3,Рязань (Рязанская область),12.10.2025 18:10
498,https://www.banki.ru/services/responses/bank/response/12622908,5,True,Банк Ozon,"Спасибо за оперативное решение проблемы. У меня завершилась процедура банкротства, счеты была заблокированы временно. Написал в поддержку, ответили сразу и разблокировали. Спасибо за быстроту. Теперь буду пользоваться только вашим банком. Часто заказываю озон, поэтому заказал дебетовую карту с кэшбэком. Удобно, всем советую! ",дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 18:13
500,https://www.banki.ru/services/responses/bank/response/12622910,5,True,Совкомбанк,"Замечательная работа банка, всегда дают исчерпывающие ответы, отвечают быстро и понятно, во многих ситуациях идут на уступки.  10 октября в районе 10 утра обратилась с проблемой (переживала из за смс рассылки). Оператор М-ва Алина успокоила и решила мой вопрос.
Советую банк. Ваши вопросы не останутся без внимания.  ",все продукты,False,good,3,3,3,3,Соликамск (Пермский край),12.10.2025 18:15
501,https://www.banki.ru/services/responses/bank/response/12622911,5,True,Совкомбанк,"Я обратилась в онлайн - чат банка Совкомбанк . 04.10.2025 в 13-58 . с вопросом разъяснить мне про подписка. Выражаю благодарность оператору А-ва Александра . она проверила всю информацию по моему вопросу и ответила на мой вопрос и все сопутствуюзие дальше вопросы. Очень приятно было услышать про новый продукт - ОСАГО , очень четко разъяснила какте плюсы . Приятно общаться с квалифицированными работниками , даже онлайн. ",дебетовая карта,False,good,3,3,3,3,Северодвинск (Архангельская область),12.10.2025 18:16
502,https://www.banki.ru/services/responses/bank/response/12622912,5,True,Альфа-Банк,"12 октября обратился в чат, чтобы разобраться с вопросом по списанию. Оказалось, что был подключен Альфа-Чек и произошло списание по тарифу. Оставил обращение с просьбой отключить услугу и рассмотреть возможность возврата суммы списанной комиссии.  Решение не заставило долго ждать, обращение было рассмотрено в течение нескольких минут и деньги сразу же вернули на счёт.  Особенно пораловала автоматизация процесса через чат-бота. Спасибо! ",дебетовая карта,False,good,3,3,3,3,Балаково (Саратовская область),12.10.2025 18:16
503,https://www.banki.ru/services/responses/bank/response/12622913,5,False,Яндекс Банк,"Несколько раз приходилось обращаться в поддержку яндекс банка. Не могла найти, где отключить подписку; в другой раз завис перевод. Отвечают очень быстро и действительно помогают советами, как быстрее решить вопрос. Мне понравилось то, что когда с первого раза у меня не получилось решить вопрос, мне ответили еще более детально и проблема разрешилась.  ",дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 18:16
504,https://www.banki.ru/services/responses/bank/response/12622914,5,True,Совкомбанк,"Добрый день! Сегодня, 11.11.2025, обратился в чат банка за консультацией по поводу их партнёра -Яндекс Маркета. Не смог сам разобраться после долгих разборок и тыканья по приложению. На удивление, мне не просто скинули какой то документ с условиями, но и ответили на конкретные, более узкие вопросы.

И даже не смотря на то, что по регламенту банка чат изрядно засоряла реклама кредита, я остался доволен, к тому же даже после некоторой паузы мне подключился именно тот специалист, отвечавший ранее. СПАСИБО большое А-ой Татьяне за консультацию! ",дебетовая карта,False,good,3,3,3,3,Пермь (Пермский край),12.10.2025 18:18
505,https://www.banki.ru/services/responses/bank/response/12622915,5,True,Альфа-Банк,"15 сентября я обратилась в чат приложения Альфа-банка в связи с тем, что мне не был начислен кешбек за покупку по ""Альфа-пятнице"" 12 сентября. У меня выпало 70 % - за мою покупку на сумму 3498 должны были начислить 1400 рублей Однако этого не случилось. Начисления составили по данной покупке лишь 34 рубля.   Сотрудница чата Екатериной по данному вопросу всё проверила и пообещала, что по данным условиям кешбек будет начислен 10 октября. А если по какой либо причине кеш бек не начислят, то подсказала куда и как обратиться и создать заявку. 10 октября кешбек не пришёл и я по совету Екатерины вновь обратилась в чат приложения.  На мою заявку ответила Дарья и прислала подробную инструкцию обращения.  Выполнив всё по инструкции и подождав ещё 2 дня я получила заветный ответ от сотрудницы чата Дарьи 12 октября, о том ЧТО МНЕ НАЧИСЛИЛИ МОЙ КЕШБЕК 🙏👍👍👍 Спасибо огромное всем сотрудникам, которые помогают разобраться в спорных вопросах и исправить ошибки системы. Спасибо Альфа банке за такие замечательные акции и выполнение своих обязательств 🤝🔥 ",все продукты,False,good,3,3,3,3,Уфа (Республика Башкортостан),12.10.2025 18:19
506,https://www.banki.ru/services/responses/bank/response/12622916,5,False,НКО ЮМани,"Сложилось так, что все карты заблокированы, вот решил попробовать, ещё не все возможности попробовал, но то что попробовал уже впечатляет, легкий и доступный интерфейс, возможность пополнить баланс из разных источников, в том числе банкоматов, плюс обещанный кэшбэк, посмотрим, что будет дальше, пока только одни  ",дебетовая карта,False,good,0,0,0,0,Серпухов,12.10.2025 18:19
507,https://www.banki.ru/services/responses/bank/response/12622917,5,True,Камкомбанк,"Здравствуйте, была в банке 11.10.2025 в 17:28, по адресу г.Казань, пр-кт Ямашева д.43А. Обслуживание понравилось, очень выгодный курс дирхама и доллара. Обслуживала нас сотрудник: К-а З.Ф. Обслуживанием остались очень довольны, сотрудник все объяснила и была вежлива. В следующий раз придем только к вам! ",все продукты,False,good,3,3,3,3,Казань (Республика Татарстан),12.10.2025 18:19
508,https://www.banki.ru/services/responses/bank/response/12622918,5,True,Яндекс Банк,"Добрый день. Ещё летом по совету друга открыла сейв в Яндекс банке с ежедневной капитализацией процентов. В процессе использования увидела Баннер с информацией что карта яндекс банка может автоматически пополняться с сейва под сумму покупки, мне это показалось удобным и я перекинула все деньги на сейв и начала платить с карты яндекса. Но при этом у меня возник вопрос. При перечислении денег по сбп иногда вылазило окно о том что напрямую перевести деньги с сейва нельзя, нужна сначала на карту, а потом переводить, а иногда это окно не вылазило. У меня возникло недопонимание можно ли переводить или нет и я задала вопрос в чат поддержки в приложении. Мне сразу ответили что до определённой суммы переводить можно, если свыше то через карту. Я довольна общением с поддержкой и в целом взаимодействию с банком. Рекомендую всем яндекс банк и сейв. Приложить скрин с общением в чате я не могу. Нашла историю общения, Хоть и общалась сегодня 12.10.2025.  ",все продукты,False,good,3,3,3,3,Екатеринбург,12.10.2025 18:20
509,https://www.banki.ru/services/responses/bank/response/12622919,1,False,Совкомбанк,"У меня две карты банка. Халва и карта с повышенным кэшбеком по категориям. Халву использовал полгода. Вторую карту месяц. Отключили программу лояльности по обеим картам. За то, что тратил только в повышенных категориях. При том, что это НЕ ЗАПРЕЩЕНО. Во всех других банках так делаю. И все так делают. Для этого и категории. Никто никогда не отключал. Глупость и нарушение своих же правил ",дебетовая карта,False,good,1,1,1,1,Екатеринбург (Свердловская область),12.10.2025 18:20
510,https://www.banki.ru/services/responses/bank/response/12622920,5,True,Камкомбанк,"Была в этом банке 09.10.25, в 13:18. По адресу Гидростроителей, 21. Очень приветливые, вежливые и компетентые сотрудники работают в этом банке. Оформляли дебетовую зарплатную карту, все было быстро и понятно, все подробно объяснили, на все вопросы ответили. Обслуживанием в этом банке осталась довольна ",дебетовая карта,False,good,3,3,3,3,Набережные Челны (Республика Татарстан),12.10.2025 18:20
511,https://www.banki.ru/services/responses/bank/response/12622921,5,True,Альфа-Банк,"я забыла о том,что у меея подключена услуга Альфа-Смарт,банк списал у меня деньги за эту услугу.Так как я не хочу ей пользоваться,я написала в поддержку и мне отключили услугу и вернули списанные деньги.09.10.2025 так же у меня взысали комиссию,и я снова обратилась в поддержку,и денежные средства были возвращены.11.10.2025 ",дебетовая карта,False,good,3,3,3,3,Новосибирск (Новосибирская область),12.10.2025 18:21
751,https://www.banki.ru/services/responses/bank/response/12623161,5,False,Альфа-Банк,"Хотел бы поблагодарить всю команду Альфа банка ! всегда готовы прийти на помощь , использую не только дебетовую карту но и кредитную. Продление срока действия без проблем , установить мобильное приложение , пожалуйста . Автоматизировано все до мелочей , приложение и сайт удобны для использования и одновременно просты  ",дебетовая карта,False,good,3,3,3,3,Москва,12.10.2025 20:52
752,https://www.banki.ru/services/responses/bank/response/12623162,5,True,Альфа-Банк,"Я хотел сказать о том какая прекрасная поддержка у альфа банка, оформил я карту по ссылке друга, но именно в тот день когда должен был приехать курьер у меня не оказалось паспорта который был в другом городе( доставка была 7 дней), и когда я забрал паспорт вместо того чтобы отправлять меня в офис чтобы забирать эту карту, оператор понял что я живу далеко и отправил карту заново с курьером но реферальную ссылку я не утратил и бонус получил! ",дебетовая карта,False,good,3,3,3,3,Астрахань (Астраханская область),12.10.2025 20:53
753,https://www.banki.ru/services/responses/bank/response/12623163,5,False,Альфа-Банк,"3 сентября обратился за помощью, хотел узнать как выгоднее всего пользоваться картой, моментально ответили и помоги, благодарен очень банку удобный и всё для людей большой кешбек а за совет другу дают очень большие и ррятные бонусы так же карту очень быстро доставили буквально в течении 3 дней. Спасибо альфа банку  ",дебетовая карта,False,good,3,3,3,3,Бердск,12.10.2025 20:53
754,https://www.banki.ru/services/responses/bank/response/12623164,5,False,Альфа-Банк,Обожаю карту альфа банк самые выгодные предложения и лучший кэшбек в моей жизни!!! Всегда ей пользуюсь и очень довольна обслуживанием. Все вопросы решаются быстро и без лишних вопросов!!! Рекомендую её друзьям и родственникам!!! Лучший процент по накопите счету и замечательный удобный сайт!!! Прекрасная карта всем рекомендую для использования!!!  ,дебетовая карта,False,good,3,3,3,3,Кирс,12.10.2025 20:55
