URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622426,0,Отзывы о вкладах Московского кредитного банка,"Прийдя в МКБ банк на академика Янгеля, для переоформления вклада. Был очень приятно удивлён новым ре...",кредитного банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622427,5,Отзывы о дебетовых картах Альфа-Банка,"17 марта я заказал дебетовую карту по советам друзей ,в 15:00 к моему дому приехал сотрудник банка, ...",картах Альфа-Банка,good,False,3,3,3,3,Железногорск (Курская область)
https://www.banki.ru/services/responses/bank/response/12622428,0,Отзывы о продуктах Альфа-Банка,"Пользуюсь Альфа-Банком много лет.На высшем уровне работают и мобильное приложение, и служба поддержк...",продуктах Альфа-Банка,good,False,3,3,3,3,Каменск-Уральский
https://www.banki.ru/services/responses/bank/response/12622429,0,Unknown,Review element not found,Unknown,good,False,0,0,0,0,Unknown
https://www.banki.ru/services/responses/bank/response/12622430,0,Отзывы о кредитных картах Яндекс Банка,"Яндекс банк, предоставляет отличные условия для покупки товаров, через приложение Яндекс Маркет с ра...",Яндекс Банка,good,False,3,3,3,3,Москва
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622430,0,Отзывы о кредитных картах Яндекс Банка,"Яндекс банк, предоставляет отличные условия для покупки товаров, через приложение Яндекс Маркет с ра...",Яндекс Банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622431,0,Отзывы о кредитных картах Яндекс Банка,"Воспользовался картой Сплит, оплата прошла легко, возник вопрос по какому графику будут производится...",Яндекс Банка,good,False,2,3,3,3,Челябинск
https://www.banki.ru/services/responses/bank/response/12622432,0,Отзывы о продуктах Альфа-Банка,"Добрыв день.Хочу выразить благодарность сотрудникам банка.У меня случилась такая история,что после о...",продуктах Альфа-Банка,good,False,3,3,3,3,Смоленск (Смоленская область)
https://www.banki.ru/services/responses/bank/response/12622433,0,Отзывы о дебетовых картах Альфа-Банка,"Здравствуйте. 8 октября возникло полное недопонемание с банком, из-за написания моего отзыва и я обр...",картах Альфа-Банка,good,False,2,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622434,0,Отзывы о дебетовых картах Яндекс Банка,"нравится сервис Яндекс плюса, в том числе Яндекс Pay , удобно платить взаимодействие с маркетом , мн...",Яндекс Банка,good,False,3,3,3,3,Рязань
https://www.banki.ru/services/responses/bank/response/12622435,1,Отзывы о дебетовых картах Т-Банка," Также на мой вопрос о том, чтобы пересчитали комиссию за период, когда не было уведомлений, банк та...",картах Т-Банка,good,False,1,2,1,3,Саратов (Саратовская область)
https://www.banki.ru/services/responses/bank/response/12622436,0,Отзывы о продуктах Альфа-Банка,2 октября переводил со своей карты Альфа‑Банка на карту друга в другом банке и получил блокировку ка...,продуктах Альфа-Банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622437,5,Отзывы о продуктах Камкомбанка,"Впервые обратившись в отделение банка Камкомбанк, я сделал для себя вывод, что банк достоин уважения...",продуктах Камкомбанка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622438,0,Отзывы о дебетовых картах ВТБ,"Все началось банально просто: в банкомате сняли наличку 50 т.р., решили что надо еще доснять, но тут...",картах ВТБ,good,False,3,3,0,0,Псков (Псковская область)
https://www.banki.ru/services/responses/bank/response/12622439,0,Отзывы о дебетовых картах Яндекс Банка,,Яндекс Банка,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622440,0,Отзывы о дебетовых картах Альфа-Банка,Спасибо большое за быстрый ответ на интересующий вопрос. Я клиент новый и многое ещё не знаю. Но бан...,картах Альфа-Банка,good,False,3,3,3,3,Ярославль
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622440,0,Отзывы о дебетовых картах Альфа-Банка,Спасибо большое за быстрый ответ на интересующий вопрос. Я клиент новый и многое ещё не знаю. Но бан...,картах Альфа-Банка,good,False,3,3,3,3,Ярославль
https://www.banki.ru/services/responses/bank/response/12622441,0,Отзывы о дебетовых картах Банка Ozon,Обратился с вопросом о перевыпуск банковской карты.Молодой человек(оператор) по-моему его имя Кирил ...,Банка Ozon,good,False,3,3,3,3,Калининград (Калининградская область)
https://www.banki.ru/services/responses/bank/response/12622442,0,Отзывы о дебетовых картах Альфа-Банка,"Заказал дебетовую карту, приехали и все быстро сделали, оформили и все рассказали. Карту выдовала оч...",картах Альфа-Банка,good,False,3,3,3,3,Киров
https://www.banki.ru/services/responses/bank/response/12622443,0,Unknown,"Здравствуйте, Никому не оставлял ВИП-Благодарность, но и этот момент настал.  Габелия Юлия Викторона...",Unknown,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622444,0,Отзывы о продуктах Камкомбанка,"Офис в Москве, Парк победы, 2. Большое спасибо за Вашу работу. Покупка валюты всегда без проблем. 1....",продуктах Камкомбанка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622445,4,Отзывы о продуктах Яндекс Банка,"Ситуация: 1 июня я сделала покупку на 40 000 ₽ в категории «Супермаркеты» через Ozon, оплата — карто...",Яндекс Банка,good,False,3,3,2,3,Калининград (Калининградская область)
https://www.banki.ru/services/responses/bank/response/12622446,0,Отзывы о дебетовых картах Альфа-Банка,"Индивидуальный и внимательный подход к клиентам. Мне нравится Альфа-Банк за то, что сотрудники всегд...",картах Альфа-Банка,good,False,3,3,3,3,Коломна
https://www.banki.ru/services/responses/bank/response/12622447,0,Отзывы о кредитных картах Совкомбанка,12.10 обратилась в чат поддержки в мобильном приложении для выяснения вопросов о баллах-бонусах. Не ...,картах Совкомбанка,good,False,3,3,3,3,Дзержинск (Нижегородская область)
https://www.banki.ru/services/responses/bank/response/12622448,0,Отзывы о продуктах Альфа-Банка,"Несколько раз обращалась в чат приложения альфа банка. Всегда исчерпывающе, оперативно и в полном об...",продуктах Альфа-Банка,good,False,3,3,3,3,Казань
https://www.banki.ru/services/responses/bank/response/12622449,0,Отзывы о дебетовых картах Яндекс Банка,"Не так давно, начала пользоваться картой Яндекс Банка. Открыла карту. Первое что хотелось узнать это...",Яндекс Банка,good,False,3,3,3,3,Саранск
https://www.banki.ru/services/responses/bank/response/12622450,4,Отзывы о кредитных картах Альфа-Банка,"Была сильно обрадована 10 сентября супероперативной помощью специалиста банка в чате Антонины, котор...",картах Альфа-Банка,good,False,3,3,3,2,Москва
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622450,4,Отзывы о кредитных картах Альфа-Банка,"Была сильно обрадована 10 сентября супероперативной помощью специалиста банка в чате Антонины, котор...",картах Альфа-Банка,good,False,3,3,3,2,Москва
https://www.banki.ru/services/responses/bank/response/12622451,0,Отзывы о дебетовых картах Альфа-Банка,"Только пришла карта(10.10.2025)
Пользовался ранее другими картами,если честно надоело,все однотонно,...",картах Альфа-Банка,good,False,3,3,3,3,Нижний Новгород
https://www.banki.ru/services/responses/bank/response/12622452,0,Отзывы о продуктах Альфа-Банка,"До определенного времени я заходила в банк через браузер, было удобно, но в какой-то момент банк пер...",продуктах Альфа-Банка,good,False,3,3,3,0,Петрозаводск (Республика Карелия)
https://www.banki.ru/services/responses/bank/response/12622453,0,Отзывы о продуктах Яндекс Банка,,Яндекс Банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622454,0,Отзывы о дебетовых картах Альфа-Банка,"Индивидуальный и внимательный подход к клиентам. Мне нравится Альфа-Банк за то, что сотрудники всегд...",картах Альфа-Банка,good,False,2,3,3,2,Коломна
https://www.banki.ru/services/responses/bank/response/12622455,0,Отзывы о дебетовых картах Альфа-Банка,"12 октября я перешла по ссылке своей подруги, которая уже давно пользуется услугами Альфа-Банка, что...",картах Альфа-Банка,good,False,3,3,3,3,Нижний Новгород (Нижегородская область)
https://www.banki.ru/services/responses/bank/response/12622456,0,Отзывы о продуктах Яндекс Банка,"Открыл Яндекс карту для оплаты такси и оплату их сервисов , решил пользоваться как дебетовой, переве...",Яндекс Банка,good,False,1,1,1,1,Волгоград (Волгоградская область)
https://www.banki.ru/services/responses/bank/response/12622457,0,Отзывы о дебетовых картах Яндекс Банка,"3 октября решил сделать покупку на Aliexpress, вижу, что если оплатить яндекс пеем, то получу кешбек...",Яндекс Банка,good,False,1,1,1,1,Шарья (Костромская область)
https://www.banki.ru/services/responses/bank/response/12622458,0,Отзывы о дебетовых картах Альфа-Банка,"Добрый день.  Хочу поблагодарить сотрудника Инну, я к ней обращалась насколько раз: как настроить кэ...",картах Альфа-Банка,good,False,3,3,3,3,Магнитогорск
https://www.banki.ru/services/responses/bank/response/12622459,0,Отзывы о продуктах Альфа-Банка,"29 сентября обращался в поддержку Альфа-Банка, чтобы уточнить условия акции. Оператор Александра сра...",продуктах Альфа-Банка,good,False,3,3,3,3,Барнаул
https://www.banki.ru/services/responses/bank/response/12622460,0,Отзывы о вкладах Яндекс Банка,"Доброго времени суток! В Яндекс Плюс появилось заманчивое предложение открыть сейв, пополнить на 100...",Яндекс Банка,good,False,3,2,2,1,Санкт-Петербург
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622460,0,Отзывы о вкладах Яндекс Банка,"Доброго времени суток! В Яндекс Плюс появилось заманчивое предложение открыть сейв, пополнить на 100...",Яндекс Банка,good,False,3,2,2,1,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622461,5,Отзывы о дебетовых картах Альфа-Банка,5 февраля 2025 года налоговая зачислила возврат по налоговому вычету на кредитную карту. Написал в ч...,картах Альфа-Банка,good,False,3,3,3,3,Ставрополь (Ставропольский край)
https://www.banki.ru/services/responses/bank/response/12622462,0,Отзывы о дебетовых картах Яндекс Банка,"В целом положительное впечатление от банка. Очень выгодные условия по счету ""Сейв"" при наличии подпи...",Яндекс Банка,good,False,3,2,2,3,Москва
https://www.banki.ru/services/responses/bank/response/12622463,5,Отзывы о продуктах Камкомбанка,"Специалист помог с обменом валюты — юаней на рубли. Курс оказался самым выгодным в городе, даже с уч...",продуктах Камкомбанка,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622464,0,Отзывы о продуктах ВТБ,"Спасибо больше Екатерине, что помогла решить мою проблему. Очень грамотная девушка, быстро все сдела...",продуктах ВТБ,good,False,3,3,3,3,Джанкой
https://www.banki.ru/services/responses/bank/response/12622465,5,Отзывы о кредитных картах Совкомбанка,12 октября 2025 года мне пришлось обратиться в онлайн-чат в приложении Совкомбанка за консультацией....,картах Совкомбанка,good,False,3,3,3,3,Ленинск-Кузнецкий (Кемеровская область)
https://www.banki.ru/services/responses/bank/response/12622466,0,Отзывы о продуктах Совкомбанка,"Получила карту, всем довольна, вежливые сотрудники и представитель. все объяснили, рассказали, понра...",продуктах Совкомбанка,good,False,3,3,3,3,Тверь
https://www.banki.ru/services/responses/bank/response/12622467,0,Отзывы о дебетовых картах Альфа-Банка,"Я уже несколько лет являюсь клиентом Альфа-Банка, и в целом довольна обслуживанием. Но недавно произ...",картах Альфа-Банка,good,False,3,3,3,3,Великий Новгород (Новгородская область)
https://www.banki.ru/services/responses/bank/response/12622468,0,Отзывы о дебетовых картах Альфа-Банка,Обожаю этот банк так как я студент мне за покупку приходит кеш бек и если проблема какая-то то сотру...,картах Альфа-Банка,good,False,2,3,2,2,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622469,0,Отзывы о продуктах Совкомбанка,"Обратился по поводу консультации автострахования, имея корту халвы где можно расплатиться в рассрочк...",продуктах Совкомбанка,good,False,3,3,3,3,Анапа (Краснодарский край)
https://www.banki.ru/services/responses/bank/response/12622470,0,Отзывы о продуктах Альфа-Банка,"8 октября я обратилась в чат поддержки Альфа-Банка с вопросом о рекомендации за друга, а именно о ре...",продуктах Альфа-Банка,good,False,3,3,3,3,Новокуйбышевск (Самарская область)
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622470,0,Отзывы о продуктах Альфа-Банка,"8 октября я обратилась в чат поддержки Альфа-Банка с вопросом о рекомендации за друга, а именно о ре...",продуктах Альфа-Банка,good,False,3,3,3,3,Новокуйбышевск (Самарская область)
https://www.banki.ru/services/responses/bank/response/12622471,0,Отзывы о продуктах Т-Банка,"В премиальный сервис PREMIUM у Т-Банк входят консультации онлайн у врачей сервиса ""Лучи Здоровья"", к...",продуктах Т-Банка,good,False,1,2,1,3,Саратов (Саратовская область)
https://www.banki.ru/services/responses/bank/response/12622472,0,Отзывы о продуктах Яндекс Банка,"Через яндекс пей решала вопрос о продлении подписки, интересовал вопрос, как правильно новую подписк...",Яндекс Банка,good,False,3,3,3,2,Москва
https://www.banki.ru/services/responses/bank/response/12622473,5,Отзывы о продуктах Совкомбанка,"12 октября в 13:55 я обратилась в службу поддержки совкомбанка для того, чтобы обновить свои паспорт...",продуктах Совкомбанка,good,False,3,3,3,3,Альметьевск (Республика Татарстан)
https://www.banki.ru/services/responses/bank/response/12622474,5,Отзывы о продуктах Яндекс Банка,"Являясь владельцем не одного, а нескольких телефонных номеров, в последнее время стала задавасться в...",Яндекс Банка,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622475,0,Отзывы о продуктах Альфа-Банка,"12 октября мне стало интересно что включает в себя подписка альфа-смарт, и я задал этот вопрос чат б...",продуктах Альфа-Банка,good,False,3,3,3,3,Семенов
https://www.banki.ru/services/responses/bank/response/12622476,0,Отзывы о продуктах Камкомбанка,"Перед поездкой возник вопрос о покупке долларов , обратил внимание что Камкомбанк предлагае хороший ...",продуктах Камкомбанка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622477,0,Отзывы о дебетовых картах Альфа-Банка,"Самый лучший банк, который можно представить. Особенно хочу отметить удобное мобильное приложение, к...",картах Альфа-Банка,good,False,3,3,3,3,Воронеж
https://www.banki.ru/services/responses/bank/response/12622478,0,Отзывы о дебетовых картах Альфа-Банка,,картах Альфа-Банка,good,False,3,3,3,3,Ростов-на-Дону
https://www.banki.ru/services/responses/bank/response/12622479,0,Отзывы о дебетовых картах Яндекс Банка,"Все отлично , быстро и оперативно решают вопросы специалисты сл поддержки Рекомееду Банк  Хороший ке...",Яндекс Банка,good,False,3,3,3,3,Молодежный
https://www.banki.ru/services/responses/bank/response/12622480,0,Отзывы о кредитах ВТБ,"Звонок от банка: ""Вам одобрен кредит ... т-т-т-т...."" <девушку было НЕ остановить>. Говорю: ""ОТМЕНЯЙ...",кредитах ВТБ,good,False,1,2,1,1,Коломна (Москва и область)
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622480,0,Отзывы о кредитах ВТБ,"Звонок от банка: ""Вам одобрен кредит ... т-т-т-т...."" <девушку было НЕ остановить>. Говорю: ""ОТМЕНЯЙ...",кредитах ВТБ,good,False,1,2,1,1,Коломна (Москва и область)
https://www.banki.ru/services/responses/bank/response/12622481,0,Отзывы о продуктах Совкомбанка,,продуктах Совкомбанка,good,False,3,3,3,3,Самара
https://www.banki.ru/services/responses/bank/response/12622482,0,Отзывы о дебетовых картах МТС Деньги (ЭКСИ-Банка),"Здравствуйте, заблокировали карту по фз 115, предявил все документы по операциям в банке через почту...",Деньги (ЭКСИ-Банка),good,False,1,1,1,1,Йошкар-Ола (Республика Марий Эл)
https://www.banki.ru/services/responses/bank/response/12622483,0,Отзывы о кредитных картах Т-Банка,"Встреча с представителем Т-банка прошла на высшем уровне. Специалист все подробно объяснил, ответил ...",картах Т-Банка,good,False,3,3,3,3,Симферополь
https://www.banki.ru/services/responses/bank/response/12622484,0,Отзывы о дебетовых картах Альфа-Банка,Карта просто супер ....... ................................. ...................... Бю.................,картах Альфа-Банка,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622485,0,Отзывы о дебетовых картах Альфа-Банка,"Обращался в чат банка, 6 октября, с вопросом об акции 5000₽ за рекомендацию 2 другу.
Общался с Алёно...",картах Альфа-Банка,good,False,3,3,3,3,Уфа
https://www.banki.ru/services/responses/bank/response/12622486,5,Отзывы о продуктах Камкомбанка,"2 октября был в офисе на Марата 56-58, в 13:13, как обычно менял валюту. Всегда меняю в камкомбанке,...",продуктах Камкомбанка,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622487,0,Отзывы о дебетовых картах Альфа-Банка,Спасибо Альфо банку мне все понравилось  В альфо банке отзывчивые и доброжелательные сотрудники  Ког...,картах Альфа-Банка,good,False,3,3,3,3,Казань
https://www.banki.ru/services/responses/bank/response/12622488,0,Отзывы о продуктах Камкомбанка,"Добрый день, посветил камкомбанк для обмена валют, во первых обслуживание, все сотрудники, всегда до...",продуктах Камкомбанка,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622489,0,Отзывы о кредитах Банка Синара,"Пользуюсь потребительским кредитом в банке Синара. Очень оперативно, содержательно и информативно от...",Банка Синара,good,False,3,3,3,3,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622490,0,Отзывы о дебетовых картах Альфа-Банка,Хочу рассказать про дебетовую карту Альфа-банка. Заказать карту можно по ссылке партнера. Курьер при...,картах Альфа-Банка,good,False,3,3,3,3,Москва
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622490,0,Отзывы о дебетовых картах Альфа-Банка,Хочу рассказать про дебетовую карту Альфа-банка. Заказать карту можно по ссылке партнера. Курьер при...,картах Альфа-Банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622491,0,Отзывы о дебетовых картах МТС Банка,"Заказал карту мтс банка скидка везде по совету знакомых, оформил заявку на сайте, на следующий день ...",МТС Банка,good,False,3,3,3,3,Самара (Самарская область)
https://www.banki.ru/services/responses/bank/response/12622492,5,Отзывы о дебетовых картах Банка Ozon,"Сегодня 12 октября 2025 года я потерял свою пластиковую карту, подумал что возможно дома оставил ока...",Банка Ozon,good,False,3,3,3,3,Якутск (Республика Саха (Якутия))
https://www.banki.ru/services/responses/bank/response/12622493,0,Отзывы о кредитных картах Альфа-Банка,"Заказал кредитную карту Альфа-Банка. Сотрудница банка Елена заранее позвонила, договорились о времен...",картах Альфа-Банка,good,False,3,3,3,3,Екатеринбург
https://www.banki.ru/services/responses/bank/response/12622494,0,Отзывы о продуктах Совкомбанка,"Получил карту Халва, после этого начался поток спам-звонков от Совкомбанка. 13 сентября был звонок в...",продуктах Совкомбанка,good,False,3,3,0,0,Новосибирск (Новосибирская область)
https://www.banki.ru/services/responses/bank/response/12622495,0,Отзывы о дебетовых картах Альфа-Банка,Хочется похвалить персонал отделения Альфа банка расположенный в г. Подольск не далеко от вокзала. О...,картах Альфа-Банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622496,0,Отзывы о дебетовых картах Альфа-Банка,"Подписали без моего ведома Альфа-Смарт,списали за подписку 399р.Решили вопрос быстро и вернули деньг...",картах Альфа-Банка,good,False,2,3,3,3,Ростов-на-Дону
https://www.banki.ru/services/responses/bank/response/12622497,0,Отзывы о дебетовых картах Альфа-Банка,"Сегодня, 12 октября, я обратился в чат Альфа-Банка через приложение, так как у меня возник вопрос по...",картах Альфа-Банка,good,False,3,3,3,3,Кичменгский Городок
https://www.banki.ru/services/responses/bank/response/12622498,0,Отзывы о продуктах Камкомбанка,"Сегодня обменяд рубли на доллары. Купил по самой лучшей цене в городе. Отдельно хочу отметить, что э...",продуктах Камкомбанка,good,False,3,3,3,3,Казань (Республика Татарстан)
https://www.banki.ru/services/responses/bank/response/12622499,0,Отзывы о дебетовых картах Т-Банка,Я неосторожно ввел данные своей карты при оформлении пробного периода в сервисе imagination.pro. Ког...,картах Т-Банка,good,False,3,3,3,3,Воронеж
https://www.banki.ru/services/responses/bank/response/12622500,5,Отзывы о дебетовых картах Совкомбанка,"Услышала информацию, что с 1 октября отменён оборот в 10 тыс рублей по дебетовой карте для начислени...",картах Совкомбанка,good,False,3,3,3,3,Архангельск (Архангельская область)
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
https://www.banki.ru/services/responses/bank/response/12622500,5,Отзывы о дебетовых картах Совкомбанка,"Услышала информацию, что с 1 октября отменён оборот в 10 тыс рублей по дебетовой карте для начислени...",картах Совкомбанка,good,False,3,3,3,3,Архангельск (Архангельская область)
https://www.banki.ru/services/responses/bank/response/12622501,0,Отзывы о дебетовых картах Яндекс Банка,"Хотелось бы оставить положильный отзыв о поддержке, но не могу. Выбрала нужные мне категории месяца ...",Яндекс Банка,good,False,1,3,1,2,Санкт-Петербург
https://www.banki.ru/services/responses/bank/response/12622502,0,Отзывы о продуктах Альфа-Банка,"11.10.2025 обратился в чат банка с вопросом о переводах от 3-их лиц. Так как являюсь самозанятым, та...",продуктах Альфа-Банка,good,False,3,3,3,3,Ставрополь (Ставропольский край)
https://www.banki.ru/services/responses/bank/response/12622503,0,Отзывы о продуктах Яндекс Банка,"Пользуюсь мобильным приложением Альфа Капитал для инвестиций. Очень удобный интерфейс, есть новости,...",Яндекс Банка,good,False,3,3,3,3,Радужный
https://www.banki.ru/services/responses/bank/response/12622504,0,Отзывы о кредитных картах Альфа-Банка, долго не могла найти банк который будет мне удобен . и вот наткнулась на альфа-банк. максимально уд...,картах Альфа-Банка,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622505,0,Отзывы о кредитных картах Совкомбанка,Звонила сегодня вечером в 21:11 узнать есть ли комиссии при оплате услуг сотового оператора из земны...,картах Совкомбанка,good,False,3,3,3,3,Владивосток (Приморский край)
https://www.banki.ru/services/responses/bank/response/12622506,5,Отзывы о дебетовых картах Банка Ozon,"Сегодня, 12.10.25 я подумала добавить карту Озон банка в Мир Пэй на своем новом смартфоне. На нем не...",Банка Ozon,good,False,3,3,3,3,Москва
https://www.banki.ru/services/responses/bank/response/12622507,0,Отзывы о дебетовых картах Яндекс Банка,8 числа заблокировали счёт в мобильном приложении. Поддержка не может дать никакого ответа. Я спраши...,Яндекс Банка,good,False,2,2,1,2,Нижний Новгород (Нижегородская область)
https://www.banki.ru/services/responses/bank/response/12622508,0,Отзывы о продуктах Альфа-Банка,"Совсем недавно мне приходила заработная плата на карту альфа банк, у меня была блокировка и сотрудни...",продуктах Альфа-Банка,good,False,3,3,3,3,Пушкино
https://www.banki.ru/services/responses/bank/response/12622509,0,Отзывы о вкладах Альфа-Банка,"Очень хорошие условия вклада на ежедневный остаток, очень удобно когда копишь на какие то вещи и мож...",вкладах Альфа-Банка,good,False,3,3,3,3,Кропоткин
https://www.banki.ru/services/responses/bank/response/12622510,0,Отзывы о продуктах Камкомбанка,"Обменивал рубли на валюту. Пришел в отделение рядом с домом. В отделении не было очереди, обслужили ...",продуктах Камкомбанка,good,False,3,3,3,3,Москва
URL,Grade,Product,Review,Bank,Status,Proxy Used,Clear Conditions,Polite Employee,Availability,Convenience,City
